314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,314.827,294.086,294.086,209.03,336.66,200,304.03,359.642,200,325.333,326.121,200,321.355,200,200,343.532,336.746,200,359.733,328.688,200,376.786,368.525,200,393.185,374.449,200,465.236,375,200,469.985,375,200,474.984,375,200,455.246,200,200,469.085,200,200,482.872,375,200,488.549,407.957,200,469.525,375,200,449.5,425.75,200,453.421,435.061,200,449.038,200,200,470.018,200,200,500.019,468.353,200,498.266,434.933,200,463.087,200,200,185,479.91,200,510.432,427.253,200,442.56,200,200,460.56,200,200,490.063,395.063,200,421.119,341.161,200,348.547,200,200,372.154,278.817,200,363.671,268.671,200,288.075,200,200,308.5,-364.122,200,280,185,200,177.875,200,200,170.75,200,200,-620,185,4.5,4.5,200,200,200,200,200,
291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,291.004,271.454,271.454,185,311.583,200,280,333.246,200,298.504,296.422,200,308.948,310.387,200,313.805,307.253,200,306.255,328.688,200,320.741,312.824,200,334.551,312.206,200,303.499,315.342,200,341.266,200,200,300.063,282.79,200,302.937,200,200,298.759,291.751,200,358.061,340.788,200,363.987,299.79,200,375.074,353.963,200,377.856,363.43,200,390.837,381.337,200,406.67,389.421,200,416.671,395.463,200,403.532,356.032,200,451.698,434.425,200,462.553,386.213,200,411.803,363.034,200,418.064,394.636,200,420.67,389.003,200,414.74,351.407,200,342.707,200,200,365.174,307.797,200,356.323,297.593,200,351.769,288.436,200,340.546,-364.122,200,330.399,-364.122,200,313.052,249.719,200,-725,-1000,-1000,375,170.75,200,-620,185,185,200,200,200,
271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,271.59,253.011,253.011,185,291.147,200,280,311.734,200,276.019,275.679,200,287.114,287.114,200,290.822,284.488,200,287.313,304.724,200,300.801,293.201,200,313.896,293.2,200,278.763,291.614,200,272.243,256.409,200,275.168,200,200,268.996,260.214,200,296.685,200,200,321.034,305.2,200,326.527,267.397,200,336.476,317.476,200,339.448,325.825,200,351.068,342.02,200,365.284,344.93,200,374.388,350.966,200,373.896,309.95,200,399.806,383.973,200,409.445,345.084,200,358.774,303.604,200,308.698,200,200,350.566,323.423,200,345.708,298.208,200,319.166,268.726,200,301.704,250.849,200,294.275,237.648,200,290.026,229.633,200,274.125,-165.587,200,265.245,-165.587,200,251.135,203.635,200,-377.435,-1000,-1000,272.875,170.75,200,-620,-206.833,185,-990.5,200,200,0,0,0,
257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,257.711,239.825,239.825,185,276.538,200,280,296.356,200,259.975,259.98,200,254.754,200,200,273.426,267.297,200,272.15,286.628,200,284.84,277.532,200,375,194.5,200,374.751,375,200,194.5,200,200,185,200,200,200,200,200,200,200,200,204.595,200,200,200,200,200,200,200,200,244.5,200,200,194.5,200,200,375,194.5,200,375,194.5,200,194.5,200,200,194.5,200,200,194.5,200,200,194.5,200,200,200,200,200,-620,-620,194.5,200,200,200,
