3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,-5,0,495.5,-5,0,3,10,0,-5,0,496,-5,0,3,10,0,-5,0,496.5,-5,0,3,10,0,-5,1,496.5,-5,1,3,10,0,-10,1,496.5,-10,1,3,10,0,-15,1,496.5,-15,1,3,10,0,-20,1,496.5,-20,1,3,10,0,-25,1,496.5,-25,1,3,10,0,-25,1,497,-25,1,3,10,0,-30,1,497,-30,1,3,10,0,-35,1,497,-35,1,3,10,0,-35,2,497,-35,2,3,10,0,-40,2,497,-40,2,3,10,0,-45,2,497,-45,2,3,10,0,-50,2,497,-50,2,3,10,0,-55,2,497,-55,2,3,10,0,-60,3,497,-60,3,3,10,0,-65,3,497,-65,3,3,10,0,-70,3,497,-70,3,3,10,0,-75,3,497,-75,3,3,10,0,-80,4,497,-80,4,3,10,0,-85,4,497,-85,4,3,10,0,-90,4,497,-90,4,3,10,0,-95,4,497,-95,4,3,10,0,-100,5,497,-100,5,3,10,0,-105,5,497,-105,5,3,10,0,-110,5,497,-110,5,3,10,0,-115,6,497,-115,6,3,10,0,-120,6,497,-120,6,3,10,0,-125,6,497,-125,6,3,10,0,-130,7,497,-130,7,3,10,0,-135,7,497,-135,7,3,10,0,-140,7,497,-140,7,3,10,0,-145,8,497,-145,8,3,10,0,-150,8,497,-150,8,3,10,0,-155,8,497,-155,8,3,10,0,-160,8,497,-160,8,3,10,0,-165,9,497,-165,9,3,10,0,-175,9,497,-175,9,3,10,0,-180,10,497,-180,10,
3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,-5,0,495.5,-5,0,3,10,0,-5,0,496,-5,0,3,10,0,-5,0,496.5,-5,0,3,10,0,-10,0,496.5,-10,0,3,10,0,-10,1,496.5,-10,1,3,10,0,-15,1,496.5,-15,1,3,10,0,-20,1,496.5,-20,1,3,10,0,-25,1,496.5,-25,1,3,10,0,-30,1,496.5,-30,1,3,10,0,-30,2,496.5,-30,2,3,10,0,-35,2,496.5,-35,2,3,10,0,-40,2,496.5,-40,2,3,10,0,-45,2,496.5,-45,2,3,10,0,-50,3,497,-50,3,3,10,0,-55,3,497,-55,3,3,10,0,-60,3,497,-60,3,3,10,0,-65,3,497,-65,3,3,10,0,-70,4,497,-70,4,3,10,0,-75,4,497,-75,4,3,10,0,-80,4,497,-80,4,3,10,0,-85,4,497,-85,4,3,10,0,-90,5,497,-90,5,3,10,0,-95,5,497,-95,5,3,10,0,-100,5,497,-100,5,3,10,0,-105,6,497,-105,6,3,10,0,-110,6,497,-110,6,3,10,0,-115,6,497,-115,6,3,10,0,-120,7,497,-120,7,3,10,0,-125,7,497,-125,7,3,10,0,-130,7,497,-130,7,3,10,0,-135,7,497,-135,7,3,10,0,-140,8,497,-140,8,3,10,0,-145,8,497,-145,8,3,10,0,-150,8,497,-150,8,3,10,0,-155,9,497,-155,9,3,10,0,-160,9,497,-160,9,3,10,0,-165,9,497,-165,9,3,10,0,-170,10,497,-170,10,
3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,-5,0,495.5,-5,0,3,10,0,-5,0,496,-5,0,3,10,0,-5,0,496.5,-5,0,3,10,0,-10,0,496.5,-10,0,3,10,0,-10,1,496.5,-10,1,3,10,0,-15,1,496.5,-15,1,3,10,0,-20,1,496.5,-20,1,3,10,0,-25,1,496.5,-25,1,3,10,0,-30,1,496.5,-30,1,3,10,0,-35,2,496.5,-35,2,3,10,0,-40,2,496.5,-40,2,3,10,0,-45,2,496.5,-45,2,3,10,0,-50,3,496.5,-50,3,3,10,0,-50,3,497,-50,3,3,10,0,-55,3,497,-55,3,3,10,0,-60,3,497,-60,3,3,10,0,-65,3,497,-65,3,3,10,0,-70,4,497,-70,4,3,10,0,-75,4,497,-75,4,3,10,0,-80,4,497,-80,4,3,10,0,-85,4,497,-85,4,3,10,0,-90,5,497,-90,5,3,10,0,-95,5,497,-95,5,3,10,0,-100,5,497,-100,5,3,10,0,-105,5,497,-105,5,3,10,0,-110,6,497,-110,6,3,10,0,-115,6,497,-115,6,3,10,0,-120,6,497,-120,6,3,10,0,-125,7,497,-125,7,3,10,0,-130,7,497,-130,7,3,10,0,-135,7,497,-135,7,3,10,0,-140,8,497,-140,8,3,10,0,-145,8,497,-145,8,3,10,0,-150,8,497,-150,8,3,10,0,-155,9,497,-155,9,3,10,0,-160,9,497,-160,9,3,10,0,-165,9,497,-165,9,3,10,0,-170,9,497,-170,9,3,10,0,-175,10,497,-175,10,
3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,0,0,495.5,0,0,3,10,0,-5,0,495.5,-5,0,3,10,0,-5,0,496,-5,0,3,10,0,-5,0,496.5,-5,0,3,10,0,-5,1,496.5,-5,1,3,10,0,-10,1,496.5,-10,1,3,10,0,-15,1,496.5,-15,1,3,10,0,-20,1,496.5,-20,1,3,10,0,-20,1,497,-20,1,3,10,0,-25,1,497,-25,1,3,10,0,-30,2,497,-30,2,3,10,0,-30,3,497,-30,3,3,10,0,-30,4,497,-30,4,3,10,0,-35,4,497,-35,4,3,10,0,-40,4,497,-40,4,3,10,0,-45,5,497,-45,5,3,10,0,-50,5,497,-50,5,3,10,0,-50,5,497.5,-50,5,3,10,0,-55,5,497.5,-55,5,3,10,0,-60,5,497.5,-60,5,3,10,0,-65,6,497.5,-65,6,3,10,0,-70,6,497.5,-70,6,3,10,0,-75,6,497.5,-75,6,3,10,0,-80,6,497.5,-80,6,3,10,0,-80,7,497.5,-80,7,3,10,0,-85,8,497.5,-85,8,3,10,0,-90,9,497.5,-90,9,3,10,0,-90,10,497.5,-90,10,
